timestamp,source_ip,dest_ip,protocol,action,threat_label,log_type,bytes_transferred,user_agent,request_path
2024-07-14T00:00:00,192.168.1.189,192.168.1.213,HTTP,allowed,benign,application,43511,Nmap Scripting Engine,/api/login
2024-11-02T00:00:00,192.168.1.50,192.168.1.227,HTTPS,allowed,benign,application,12873,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/secure
2024-09-05T00:00:00,192.168.1.124,192.168.1.91,TCP,blocked,benign,firewall,26442,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-09-22T00:00:00,192.168.1.254,192.168.1.119,HTTPS,blocked,benign,firewall,11142,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/admin/config
2024-03-18T00:00:00,192.168.1.41,192.168.1.91,HTTP,allowed,benign,application,16590,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/index.php
2024-03-17T00:00:00,192.168.1.190,192.168.1.4,TCP,blocked,benign,firewall,2706,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-04-13T00:00:00,192.168.1.200,192.168.1.178,HTTP,allowed,benign,ids,20544,SQLMap/1.6-dev,/login
2024-09-11T00:00:00,192.168.1.5,192.168.1.91,TCP,allowed,benign,firewall,34678,SQLMap/1.6-dev,/
2024-08-15T00:00:00,216.197.199.15,192.168.1.205,HTTPS,blocked,benign,application,24182,Nmap Scripting Engine,/auth
2024-10-18T00:00:00,164.29.7.190,192.168.1.16,HTTPS,blocked,benign,firewall,22687,SQLMap/1.6-dev,/admin/config
2024-04-14T00:00:00,192.168.1.72,192.168.1.71,HTTP,allowed,benign,firewall,47076,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/index.php
2024-04-01T00:00:00,192.168.1.225,192.168.1.116,UDP,allowed,benign,application,37226,SQLMap/1.6-dev,/
2024-08-15T00:00:00,192.168.1.107,192.168.1.82,TCP,allowed,benign,application,10519,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-07-02T00:00:00,192.168.1.43,192.168.1.151,UDP,blocked,benign,firewall,317,Nmap Scripting Engine,/
2024-06-29T00:00:00,192.168.1.216,192.168.1.108,HTTPS,blocked,benign,firewall,49704,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/auth
2024-05-07T00:00:00,192.168.1.94,192.168.1.84,TCP,allowed,benign,firewall,43223,SQLMap/1.6-dev,/
2024-10-10T00:00:00,192.168.1.76,192.168.1.146,SSH,blocked,benign,ids,8223,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/home/user
2024-12-24T00:00:00,21.219.60.222,192.168.1.29,TCP,allowed,benign,application,28940,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-12-02T00:00:00,192.168.1.12,192.168.1.197,HTTPS,allowed,benign,firewall,44888,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/secure
2024-05-09T00:00:00,221.85.19.132,192.168.1.78,UDP,blocked,benign,firewall,17323,SQLMap/1.6-dev,/
2024-11-27T00:00:00,192.168.1.186,192.168.1.177,TCP,blocked,benign,firewall,48778,curl/7.64.1,/
2024-04-04T00:00:00,192.168.1.215,192.168.1.16,TCP,blocked,benign,firewall,17909,curl/7.64.1,/
2024-08-03T00:00:00,238.139.194.187,192.168.1.118,HTTPS,allowed,benign,ids,37086,curl/7.64.1,/auth
2024-03-12T00:00:00,192.168.1.161,192.168.1.52,HTTP,blocked,benign,application,36219,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/login
2024-08-22T00:00:00,192.168.1.39,192.168.1.2,HTTP,blocked,benign,firewall,23388,Nmap Scripting Engine,/dashboard
2024-12-22T00:00:00,249.129.196.46,192.168.1.65,HTTP,allowed,benign,application,6316,Nmap Scripting Engine,/api/login
2024-11-07T00:00:00,192.168.1.86,192.168.1.52,ICMP,allowed,benign,ids,21197,curl/7.64.1,/
2024-06-22T00:00:00,93.225.253.213,192.168.1.214,HTTP,blocked,benign,application,39918,SQLMap/1.6-dev,/dashboard
2024-09-28T00:00:00,192.168.1.66,192.168.1.139,TCP,blocked,benign,application,35791,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-08-30T00:00:00,104.187.87.205,192.168.1.4,HTTP,blocked,benign,application,26850,Nmap Scripting Engine,/index.php
2024-02-23T00:00:00,192.168.1.106,192.168.1.246,UDP,allowed,benign,application,32329,Nmap Scripting Engine,/
2024-09-23T00:00:00,192.168.1.130,192.168.1.54,TCP,allowed,benign,application,425,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-03-17T00:00:00,192.168.1.37,192.168.1.121,HTTP,blocked,benign,ids,26355,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/wp-login.php
2024-01-13T00:00:00,192.168.1.72,192.168.1.137,HTTP,allowed,benign,ids,11648,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/login
2024-10-07T00:00:00,192.168.1.147,192.168.1.190,HTTPS,blocked,benign,application,5650,SQLMap/1.6-dev,/login
2024-08-12T00:00:00,192.168.1.69,192.168.1.82,HTTPS,allowed,benign,application,38606,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/api/v1/data
2024-06-29T00:00:00,192.168.1.197,192.168.1.15,HTTPS,allowed,benign,application,14057,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/login
2024-01-19T00:00:00,192.168.1.18,192.168.1.37,TCP,blocked,benign,firewall,12398,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-04-02T00:00:00,192.168.1.27,192.168.1.28,TCP,blocked,benign,application,42488,Nmap Scripting Engine,/
2024-09-02T00:00:00,87.6.151.142,192.168.1.35,TCP,blocked,benign,ids,8152,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-10-25T00:00:00,161.41.203.175,192.168.1.150,TCP,allowed,benign,ids,775,Nmap Scripting Engine,/
2024-01-06T00:00:00,192.168.1.86,192.168.1.178,TCP,allowed,benign,ids,4954,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-08-13T00:00:00,192.168.1.34,192.168.1.223,SSH,blocked,benign,application,39158,Nmap Scripting Engine,/root
2024-07-18T00:00:00,192.168.1.42,192.168.1.180,HTTP,allowed,benign,ids,47813,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/index.php
2024-04-23T00:00:00,192.168.1.84,192.168.1.165,TCP,allowed,benign,application,19893,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-07-14T00:00:00,192.168.1.207,192.168.1.127,HTTPS,blocked,benign,application,5401,SQLMap/1.6-dev,/admin/config
2024-12-14T00:00:00,192.168.1.42,192.168.1.191,HTTPS,blocked,benign,application,22330,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/admin/config
2024-12-18T00:00:00,41.117.1.245,192.168.1.178,ICMP,blocked,benign,ids,15534,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-03-01T00:00:00,192.168.1.3,192.168.1.17,TCP,blocked,benign,ids,30391,Nmap Scripting Engine,/
2024-04-14T00:00:00,192.168.1.98,192.168.1.80,HTTP,blocked,benign,ids,27960,curl/7.64.1,/api/login
2024-07-23T00:00:00,192.168.1.49,192.168.1.203,SSH,blocked,benign,firewall,49943,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/root
2024-02-04T00:00:00,55.139.34.186,192.168.1.74,UDP,allowed,benign,firewall,34345,curl/7.64.1,/
2024-01-26T00:00:00,192.168.1.204,192.168.1.85,UDP,allowed,benign,application,34074,SQLMap/1.6-dev,/
2024-08-23T00:00:00,144.138.68.192,192.168.1.5,ICMP,blocked,benign,ids,25410,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-12-24T00:00:00,57.115.151.72,192.168.1.150,TCP,allowed,benign,application,19881,SQLMap/1.6-dev,/
2024-02-13T00:00:00,192.168.1.30,192.168.1.26,ICMP,blocked,benign,firewall,21415,SQLMap/1.6-dev,/
2024-03-11T00:00:00,104.187.87.205,192.168.1.233,HTTP,allowed,benign,ids,5454,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/api/login
2024-07-03T00:00:00,192.168.1.250,192.168.1.96,TCP,allowed,benign,firewall,5060,Nmap Scripting Engine,/
2024-08-17T00:00:00,192.168.1.100,192.168.1.105,TCP,allowed,benign,application,1180,curl/7.64.1,/
2024-03-01T00:00:00,242.3.175.185,192.168.1.111,TCP,blocked,benign,firewall,8404,curl/7.64.1,/
2024-02-17T00:00:00,192.168.1.147,192.168.1.180,TCP,allowed,benign,ids,42827,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-07-22T00:00:00,192.168.1.244,192.168.1.221,ICMP,allowed,benign,application,30731,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-05-05T00:00:00,192.168.1.29,192.168.1.216,FTP,blocked,benign,ids,10674,Nmap Scripting Engine,/backup
2024-09-01T00:00:00,192.168.1.133,192.168.1.228,TCP,blocked,benign,firewall,44505,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-01-16T00:00:00,161.41.203.175,192.168.1.192,ICMP,blocked,benign,application,9692,curl/7.64.1,/
2024-01-08T00:00:00,192.168.1.4,192.168.1.34,ICMP,allowed,benign,firewall,28000,Nmap Scripting Engine,/
2024-02-25T00:00:00,192.168.1.84,192.168.1.141,SSH,allowed,benign,ids,38998,curl/7.64.1,/bin/bash
2024-02-08T00:00:00,138.32.250.237,192.168.1.170,UDP,blocked,benign,firewall,26213,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-04-14T00:00:00,139.215.4.249,192.168.1.215,HTTPS,allowed,benign,ids,7204,SQLMap/1.6-dev,/admin/config
2024-02-16T00:00:00,192.168.1.164,192.168.1.225,SSH,allowed,benign,application,46250,curl/7.64.1,/root
2024-02-16T00:00:00,192.168.1.81,192.168.1.175,TCP,blocked,benign,ids,11937,Nmap Scripting Engine,/
2024-08-13T00:00:00,192.168.1.79,192.168.1.55,UDP,blocked,benign,ids,48121,SQLMap/1.6-dev,/
2024-09-14T00:00:00,192.168.1.156,192.168.1.2,UDP,blocked,benign,application,232,curl/7.64.1,/
2024-10-13T00:00:00,192.168.1.149,192.168.1.173,HTTPS,blocked,benign,ids,29813,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/api/v1/data
2024-09-28T00:00:00,192.168.1.138,192.168.1.243,FTP,blocked,benign,firewall,22746,Nmap Scripting Engine,/backup
2024-04-29T00:00:00,192.168.1.198,192.168.1.71,HTTPS,allowed,benign,firewall,12478,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/admin/config
2024-10-18T00:00:00,192.168.1.27,192.168.1.76,HTTPS,allowed,benign,ids,36415,Nmap Scripting Engine,/secure
2024-05-05T00:00:00,61.72.172.125,192.168.1.18,SSH,allowed,benign,ids,44281,curl/7.64.1,/etc/passwd
2024-01-14T00:00:00,192.168.1.7,192.168.1.17,TCP,allowed,benign,ids,8850,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-12-09T00:00:00,192.168.1.240,192.168.1.136,HTTP,allowed,benign,application,26445,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/index.php
2024-01-12T00:00:00,192.168.1.8,192.168.1.227,UDP,blocked,benign,ids,4990,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-04-20T00:00:00,192.168.1.112,192.168.1.98,TCP,allowed,benign,ids,11072,Nmap Scripting Engine,/
2024-02-24T00:00:00,192.168.1.78,192.168.1.149,UDP,allowed,benign,ids,19967,curl/7.64.1,/
2024-01-29T00:00:00,192.168.1.221,192.168.1.18,UDP,allowed,benign,application,48080,curl/7.64.1,/
2024-02-17T00:00:00,42.119.98.70,192.168.1.42,TCP,allowed,benign,application,35223,SQLMap/1.6-dev,/
2024-05-15T00:00:00,192.168.1.232,192.168.1.158,HTTPS,allowed,benign,application,26746,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/secure
2024-01-27T00:00:00,192.168.1.129,192.168.1.183,FTP,blocked,benign,ids,2856,SQLMap/1.6-dev,/files
2024-10-15T00:00:00,192.168.1.58,192.168.1.244,HTTPS,allowed,benign,application,45260,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/secure
2024-03-05T00:00:00,69.180.240.175,192.168.1.157,HTTPS,allowed,benign,firewall,29100,SQLMap/1.6-dev,/login
2024-12-14T00:00:00,192.168.1.130,192.168.1.56,TCP,allowed,benign,ids,5422,curl/7.64.1,/
2024-04-20T00:00:00,192.168.1.98,192.168.1.68,TCP,blocked,benign,application,43873,curl/7.64.1,/
2024-10-12T00:00:00,98.153.120.136,192.168.1.214,ICMP,allowed,suspicious,ids,41564,curl/7.64.1,/?phpmyadmin
2024-06-09T00:00:00,192.168.1.188,192.168.1.239,UDP,blocked,benign,application,40498,SQLMap/1.6-dev,/
2024-01-05T00:00:00,43.68.136.224,192.168.1.123,HTTPS,allowed,benign,firewall,28313,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/admin/config
2024-12-16T00:00:00,192.168.1.73,192.168.1.201,TCP,blocked,benign,application,26112,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-02-15T00:00:00,192.168.1.245,192.168.1.134,UDP,blocked,benign,ids,47627,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-09-18T00:00:00,192.168.1.54,192.168.1.101,HTTPS,blocked,benign,firewall,46742,curl/7.64.1,/api/v1/data
2024-01-15T00:00:00,192.168.1.171,192.168.1.44,ICMP,blocked,benign,ids,35485,SQLMap/1.6-dev,/
2024-06-12T00:00:00,245.200.237.136,192.168.1.237,FTP,blocked,benign,application,14003,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/upload
2024-11-28T00:00:00,192.168.1.156,192.168.1.6,HTTPS,blocked,benign,ids,38227,Nmap Scripting Engine,/auth
2024-10-01T00:00:00,192.168.1.90,192.168.1.137,TCP,blocked,benign,firewall,8837,Nmap Scripting Engine,/
2024-10-14T00:00:00,7.144.51.184,192.168.1.230,SSH,allowed,benign,ids,39435,Nmap Scripting Engine,/bin/bash
2024-08-12T00:00:00,192.168.1.65,192.168.1.125,TCP,blocked,benign,firewall,10028,Nmap Scripting Engine,/
2024-05-08T00:00:00,192.168.1.64,192.168.1.96,SSH,allowed,malicious,firewall,20979,SQLMap/1.6-dev,/home/user?UNION SELECT
2024-04-24T00:00:00,68.36.64.191,192.168.1.242,FTP,allowed,benign,firewall,7788,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/backup
2024-09-14T00:00:00,246.196.87.27,192.168.1.78,HTTPS,blocked,suspicious,firewall,32712,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/login?admin
2024-10-01T00:00:00,192.168.1.237,192.168.1.122,HTTP,blocked,benign,application,29899,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/login
2024-04-05T00:00:00,192.168.1.216,192.168.1.252,HTTPS,blocked,benign,application,22532,curl/7.64.1,/admin/config
2024-06-29T00:00:00,59.151.57.2,192.168.1.213,HTTP,blocked,benign,application,24661,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/dashboard
2024-07-16T00:00:00,192.168.1.9,192.168.1.218,HTTP,blocked,benign,application,20654,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/api/login
2024-04-07T00:00:00,192.168.1.179,192.168.1.20,HTTPS,blocked,benign,ids,26562,curl/7.64.1,/admin/config
2024-09-10T00:00:00,192.168.1.235,192.168.1.145,HTTP,allowed,benign,firewall,24320,SQLMap/1.6-dev,/index.php
2024-09-01T00:00:00,192.168.1.251,192.168.1.107,HTTPS,blocked,benign,ids,22422,SQLMap/1.6-dev,/admin/config
2024-01-08T00:00:00,192.168.1.148,192.168.1.152,TCP,blocked,benign,firewall,7340,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-02-02T00:00:00,192.168.1.116,192.168.1.167,HTTPS,blocked,benign,ids,44930,SQLMap/1.6-dev,/api/v1/data
2024-12-26T00:00:00,192.168.1.246,192.168.1.233,UDP,blocked,benign,firewall,44512,curl/7.64.1,/
2024-08-05T00:00:00,24.238.193.218,192.168.1.76,TCP,blocked,benign,ids,10653,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-02-25T00:00:00,161.41.203.175,192.168.1.83,FTP,allowed,benign,ids,33219,Nmap Scripting Engine,/files
2024-02-02T00:00:00,192.168.1.91,192.168.1.175,HTTP,allowed,benign,firewall,48422,Nmap Scripting Engine,/dashboard
2024-03-18T00:00:00,192.168.1.53,192.168.1.238,HTTP,allowed,benign,firewall,207,curl/7.64.1,/dashboard
2024-11-14T00:00:00,192.168.1.190,192.168.1.111,HTTPS,allowed,benign,firewall,42273,curl/7.64.1,/admin/config
2024-04-28T00:00:00,192.168.1.122,192.168.1.114,TCP,blocked,benign,firewall,38029,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-06-15T00:00:00,192.168.1.3,192.168.1.41,UDP,allowed,benign,firewall,26199,Nmap Scripting Engine,/
2024-04-02T00:00:00,192.168.1.110,192.168.1.28,FTP,allowed,benign,firewall,6431,Nmap Scripting Engine,/upload
2024-10-05T00:00:00,192.168.1.122,192.168.1.69,SSH,allowed,benign,application,45582,Nmap Scripting Engine,/home/user
2024-02-11T00:00:00,192.168.1.90,192.168.1.50,UDP,allowed,benign,ids,33519,Nmap Scripting Engine,/
2024-10-05T00:00:00,192.168.1.35,192.168.1.128,HTTPS,allowed,benign,firewall,9063,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/admin/config
2024-08-07T00:00:00,7.144.51.184,192.168.1.57,TCP,blocked,benign,firewall,1431,SQLMap/1.6-dev,/
2024-02-17T00:00:00,192.168.1.132,192.168.1.89,UDP,allowed,benign,ids,34050,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-02-28T00:00:00,192.168.1.119,192.168.1.39,TCP,blocked,benign,ids,7341,curl/7.64.1,/
2024-11-18T00:00:00,192.168.1.126,192.168.1.15,SSH,blocked,benign,ids,35471,SQLMap/1.6-dev,/root
2024-10-18T00:00:00,192.168.1.202,192.168.1.175,SSH,allowed,benign,ids,43636,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/root
2024-01-23T00:00:00,192.168.1.133,192.168.1.11,UDP,allowed,benign,firewall,30658,curl/7.64.1,/
2024-06-18T00:00:00,130.234.28.223,192.168.1.238,SSH,allowed,benign,ids,5096,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/etc/passwd
2024-08-17T00:00:00,192.168.1.24,192.168.1.43,FTP,blocked,benign,ids,32464,curl/7.64.1,/upload
2024-07-13T00:00:00,246.196.87.27,192.168.1.153,TCP,allowed,benign,firewall,16213,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-04-21T00:00:00,192.168.1.151,192.168.1.48,SSH,blocked,benign,firewall,32283,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/home/user
2024-12-12T00:00:00,168.128.102.227,192.168.1.202,TCP,allowed,benign,application,14102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-05-03T00:00:00,192.168.1.238,192.168.1.109,UDP,blocked,benign,ids,48223,Nmap Scripting Engine,/
2024-02-22T00:00:00,192.168.1.228,192.168.1.135,TCP,allowed,benign,application,9132,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-12-19T00:00:00,192.168.1.178,192.168.1.123,UDP,allowed,benign,firewall,21101,SQLMap/1.6-dev,/
2024-12-15T00:00:00,192.168.1.78,192.168.1.206,TCP,allowed,benign,ids,34717,SQLMap/1.6-dev,/
2024-08-13T00:00:00,192.168.1.75,192.168.1.56,UDP,blocked,benign,ids,5484,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-08-04T00:00:00,192.168.1.43,192.168.1.113,UDP,allowed,benign,application,19517,SQLMap/1.6-dev,/
2024-09-16T00:00:00,192.168.1.246,192.168.1.140,HTTPS,allowed,benign,ids,10726,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/secure
2024-07-03T00:00:00,192.168.1.17,192.168.1.108,ICMP,blocked,benign,application,3904,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-08-16T00:00:00,192.168.1.246,192.168.1.125,TCP,allowed,benign,ids,7035,curl/7.64.1,/
2024-01-03T00:00:00,98.153.120.136,192.168.1.29,HTTPS,blocked,benign,firewall,28986,Nmap Scripting Engine,/secure
2024-09-30T00:00:00,192.168.1.201,192.168.1.56,HTTPS,blocked,benign,firewall,32491,curl/7.64.1,/auth
2024-05-09T00:00:00,192.168.1.227,192.168.1.253,UDP,blocked,benign,ids,47783,Nmap Scripting Engine,/
2024-03-28T00:00:00,192.168.1.189,192.168.1.24,HTTPS,allowed,benign,ids,19171,curl/7.64.1,/admin/config
2024-03-24T00:00:00,192.168.1.43,192.168.1.53,UDP,allowed,benign,application,49272,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-02-29T00:00:00,109.106.120.222,192.168.1.249,UDP,allowed,benign,firewall,48068,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-12-08T00:00:00,192.168.1.156,192.168.1.187,HTTPS,allowed,benign,application,47808,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/admin/config
2024-10-17T00:00:00,130.156.51.40,192.168.1.140,TCP,allowed,benign,ids,15571,SQLMap/1.6-dev,/
2024-04-29T00:00:00,137.197.33.33,192.168.1.11,TCP,blocked,benign,firewall,35544,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-10-24T00:00:00,192.168.1.167,192.168.1.29,TCP,allowed,benign,application,29912,curl/7.64.1,/
